Empresa,Receita Anual,Dívida Total,Prazo de Pagamento (dias),Setor,Rating,Notícias Recentes
Empresa 2921,967650,168486,38,Transportes,C,Cuidado com flutuações nos preços!
Empresa 2922,652923,214557,14,Alimentação,B-,Insatisfação de clientes em redes sociais.
Empresa 2923,474113,340364,115,Serviços,C,Concorrente lançou um novo produto.
Empresa 2924,350260,533089,75,Indústria,D,Cuidado com flutuações nos preços!
Empresa 2925,278806,696601,34,Agronegócio,C-,Expansão em novos mercados anunciada.
Empresa 2926,911868,430832,88,Saúde,D,Aumento no custo das matérias-primas.
Empresa 2927,782907,650003,97,Serviços,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 2928,859993,566280,26,Saúde,B-,Insatisfação de clientes em redes sociais.
Empresa 2929,333529,159921,87,Comércio,A-,Inconsistências financeiras apontadas em auditoria.
Empresa 2930,720737,661899,59,Agronegócio,B+,Expansão em novos mercados anunciada.
Empresa 2931,563311,555059,72,Indústria,D,Mudanças na legislação para o setor.
Empresa 2932,504595,297646,63,Turismo,B-,Aumento no custo das matérias-primas.
Empresa 2933,238635,277236,30,Indústria,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 2934,803514,617188,20,Saúde,B,Mudanças na legislação para o setor.
Empresa 2935,727294,195621,89,Tecnologia,A,Oportunidades de parcerias surgindo.
Empresa 2936,667278,236196,16,Serviços,B-,Oportunidades de parcerias surgindo.
Empresa 2937,768248,419280,11,Transportes,C-,Concorrente lançou um novo produto.
Empresa 2938,193172,132479,117,Comércio,C,Insatisfação de clientes em redes sociais.
Empresa 2939,692508,502503,76,Serviços,A-,Cuidado com flutuações nos preços!
Empresa 2940,147640,213513,13,Turismo,A+,Mudanças na legislação para o setor.
Empresa 2941,523023,683082,50,Comércio,D,Cuidado com flutuações nos preços!
Empresa 2942,108083,357304,111,Educação,A+,Insatisfação de clientes em redes sociais.
Empresa 2943,824181,135388,83,Serviços,A-,Concorrente lançou um novo produto.
Empresa 2944,446451,410535,46,Indústria,C+,Aumento no custo das matérias-primas.
Empresa 2945,370806,204406,61,Indústria,D,Aumento no custo das matérias-primas.
Empresa 2946,541667,348626,25,Agronegócio,C,Concorrente lançou um novo produto.
Empresa 2947,947095,535484,109,Indústria,B-,Insatisfação de clientes em redes sociais.
Empresa 2948,580052,129220,109,Saúde,A-,Aumento no custo das matérias-primas.
Empresa 2949,568130,190265,24,Agronegócio,C+,Expansão em novos mercados anunciada.
Empresa 2950,576972,574351,88,Saúde,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 2951,311821,616209,24,Alimentação,A-,Insatisfação de clientes em redes sociais.
Empresa 2952,659031,148390,48,Turismo,B+,Insatisfação de clientes em redes sociais.
Empresa 2953,749417,512077,89,Indústria,C-,Oportunidades de parcerias surgindo.
Empresa 2954,273199,332450,86,Transportes,C-,Concorrente lançou um novo produto.
Empresa 2955,454191,384144,40,Educação,B,Mudanças na legislação para o setor.
Empresa 2956,843386,385740,29,Serviços,A,Setor afetado por mudanças climáticas.
Empresa 2957,630813,447212,119,Agronegócio,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 2958,694991,351577,34,Saúde,B-,Concorrente lançou um novo produto.
Empresa 2959,470308,577151,112,Tecnologia,B-,Inconsistências financeiras apontadas em auditoria.
Empresa 2960,848556,288333,68,Agronegócio,A,Mudanças na legislação para o setor.
Empresa 2961,627617,180019,70,Agronegócio,B,Insatisfação de clientes em redes sociais.
Empresa 2962,845296,635874,107,Tecnologia,A-,Setor afetado por mudanças climáticas.
Empresa 2963,775236,180060,83,Turismo,A-,Setor afetado por mudanças climáticas.
Empresa 2964,476664,182172,70,Transportes,C,Concorrente lançou um novo produto.
Empresa 2965,223400,408255,80,Transportes,A,Oportunidades de parcerias surgindo.
Empresa 2966,411284,533746,72,Educação,D,Insatisfação de clientes em redes sociais.
Empresa 2967,500065,423946,118,Educação,B-,Setor afetado por mudanças climáticas.
Empresa 2968,232153,368965,82,Saúde,B-,Cuidado com flutuações nos preços!
Empresa 2969,472948,572505,75,Comércio,C,Inconsistências financeiras apontadas em auditoria.
Empresa 2970,932294,305190,47,Transportes,B,Concorrente lançou um novo produto.
Empresa 2971,422897,607318,84,Tecnologia,A+,Investimento em tecnologia de prevenção de fraudes.
Empresa 2972,380335,604574,15,Alimentação,A-,Mudanças na legislação para o setor.
Empresa 2973,485400,609759,69,Transportes,B+,Mudanças na legislação para o setor.
Empresa 2974,885747,433583,46,Comércio,C,Expansão em novos mercados anunciada.
Empresa 2975,619597,156546,31,Turismo,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 2976,134313,409927,61,Serviços,C,Insatisfação de clientes em redes sociais.
Empresa 2977,544699,640790,55,Saúde,B-,Inconsistências financeiras apontadas em auditoria.
Empresa 2978,830255,143229,66,Alimentação,A+,Concorrente lançou um novo produto.
Empresa 2979,768523,223120,17,Tecnologia,C-,Mudanças na legislação para o setor.
Empresa 2980,940147,335152,70,Comércio,B-,Oportunidades de parcerias surgindo.
Empresa 2981,558460,465871,100,Turismo,C+,Setor afetado por mudanças climáticas.
Empresa 2982,760941,512026,69,Comércio,C-,Investimento em tecnologia de prevenção de fraudes.
Empresa 2983,354559,252174,80,Tecnologia,C+,Expansão em novos mercados anunciada.
Empresa 2984,729034,251249,73,Serviços,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 2985,472173,659451,112,Transportes,C+,Oportunidades de parcerias surgindo.
Empresa 2986,724441,543435,13,Transportes,C-,Insatisfação de clientes em redes sociais.
Empresa 2987,450977,456772,112,Turismo,D,Oportunidades de parcerias surgindo.
Empresa 2988,360397,315167,112,Turismo,C+,Mudanças na legislação para o setor.
Empresa 2989,648103,543912,76,Saúde,C,Insatisfação de clientes em redes sociais.
Empresa 2990,741322,239646,96,Indústria,B+,Setor afetado por mudanças climáticas.
Empresa 2991,629666,120541,52,Serviços,A-,Expansão em novos mercados anunciada.
Empresa 2992,789885,673748,116,Alimentação,A-,Investimento em tecnologia de prevenção de fraudes.
Empresa 2993,399396,698037,25,Serviços,C+,Oportunidades de parcerias surgindo.
Empresa 2994,718356,330877,78,Serviços,C+,Cuidado com flutuações nos preços!
Empresa 2995,923005,130293,15,Tecnologia,D,Expansão em novos mercados anunciada.
Empresa 2996,659332,641271,46,Alimentação,A,Setor afetado por mudanças climáticas.
Empresa 2997,215468,467685,64,Alimentação,D,Concorrente lançou um novo produto.
Empresa 2998,374305,480431,90,Serviços,B+,Concorrente lançou um novo produto.
Empresa 2999,673244,373477,52,Serviços,C-,Mudanças na legislação para o setor.
Empresa 3000,152192,532280,80,Indústria,C+,Aumento no custo das matérias-primas.
Empresa 3001,995257,359297,12,Comércio,B-,Setor afetado por mudanças climáticas.
Empresa 3002,273339,330295,21,Agronegócio,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 3003,382594,242456,50,Indústria,B+,Cuidado com flutuações nos preços!
Empresa 3004,615298,562891,95,Tecnologia,C,Oportunidades de parcerias surgindo.
Empresa 3005,459895,446853,97,Transportes,B-,Cuidado com flutuações nos preços!
Empresa 3006,631621,355104,54,Indústria,A+,Expansão em novos mercados anunciada.
Empresa 3007,831169,110017,60,Agronegócio,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 3008,493807,639199,45,Alimentação,A,Investimento em tecnologia de prevenção de fraudes.
Empresa 3009,178366,613416,24,Educação,A,Mudanças na legislação para o setor.
Empresa 3010,555589,682500,105,Agronegócio,A-,Expansão em novos mercados anunciada.
Empresa 3011,322859,449868,66,Agronegócio,B,Mudanças na legislação para o setor.
Empresa 3012,359863,179245,47,Comércio,A-,Insatisfação de clientes em redes sociais.
Empresa 3013,431632,663751,10,Agronegócio,B-,Concorrente lançou um novo produto.
Empresa 3014,155728,170638,52,Comércio,B-,Cuidado com flutuações nos preços!
Empresa 3015,444783,396005,62,Serviços,A,Setor afetado por mudanças climáticas.
Empresa 3016,691633,215114,83,Educação,A,Oportunidades de parcerias surgindo.
Empresa 3017,879743,433956,66,Serviços,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 3018,125879,600123,65,Educação,B-,Oportunidades de parcerias surgindo.
Empresa 3019,567881,143949,68,Serviços,C,Oportunidades de parcerias surgindo.
Empresa 3020,340467,677600,34,Serviços,B,Investimento em tecnologia de prevenção de fraudes.
Empresa 3021,872123,425682,24,Alimentação,D,Oportunidades de parcerias surgindo.
Empresa 3022,125877,606918,34,Alimentação,A,Cuidado com flutuações nos preços!
Empresa 3023,693641,367917,49,Turismo,A-,Concorrente lançou um novo produto.
Empresa 3024,990505,424224,96,Transportes,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 3025,264239,212918,118,Indústria,A+,Cuidado com flutuações nos preços!
Empresa 3026,655383,111629,30,Serviços,A,Setor afetado por mudanças climáticas.
Empresa 3027,562829,674457,47,Comércio,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 3028,656111,197787,49,Educação,B-,Expansão em novos mercados anunciada.
Empresa 3029,273224,275034,55,Saúde,C+,Inconsistências financeiras apontadas em auditoria.
Empresa 3030,218734,427304,98,Educação,B-,Mudanças na legislação para o setor.
Empresa 3031,689810,364191,91,Tecnologia,D,Aumento no custo das matérias-primas.
Empresa 3032,881680,567517,16,Transportes,A+,Expansão em novos mercados anunciada.
Empresa 3033,203200,216389,84,Tecnologia,D,Inconsistências financeiras apontadas em auditoria.
Empresa 3034,821825,476405,12,Educação,A+,Setor afetado por mudanças climáticas.
Empresa 3035,666398,154070,40,Transportes,D,Mudanças na legislação para o setor.
Empresa 3036,844327,470078,83,Tecnologia,A+,Concorrente lançou um novo produto.
Empresa 3037,104687,308940,29,Comércio,B,Cuidado com flutuações nos preços!
Empresa 3038,233762,616010,108,Indústria,C,Oportunidades de parcerias surgindo.
Empresa 3039,549051,413894,109,Turismo,A+,Inconsistências financeiras apontadas em auditoria.
Empresa 3040,291218,647094,76,Indústria,B,Setor afetado por mudanças climáticas.
Empresa 3041,111901,557914,115,Agronegócio,A,Setor afetado por mudanças climáticas.
Empresa 3042,928533,591031,86,Serviços,A+,Expansão em novos mercados anunciada.
Empresa 3043,459146,248575,102,Indústria,C+,Concorrente lançou um novo produto.
Empresa 3044,888630,498693,95,Agronegócio,B+,Concorrente lançou um novo produto.
Empresa 3045,635096,111571,94,Saúde,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 3046,460974,260341,43,Indústria,B+,Setor afetado por mudanças climáticas.
Empresa 3047,368750,648104,61,Turismo,C,Expansão em novos mercados anunciada.
Empresa 3048,544458,191200,99,Agronegócio,A-,Setor afetado por mudanças climáticas.
Empresa 3049,981194,368439,93,Agronegócio,A-,Mudanças na legislação para o setor.
Empresa 3050,915717,687759,116,Comércio,B+,Expansão em novos mercados anunciada.
Empresa 3051,924659,637710,50,Educação,B-,Oportunidades de parcerias surgindo.
Empresa 3052,386410,216451,25,Educação,A+,Setor afetado por mudanças climáticas.
Empresa 3053,328420,444302,75,Comércio,A+,Concorrente lançou um novo produto.
Empresa 3054,906808,349269,91,Turismo,C,Expansão em novos mercados anunciada.
Empresa 3055,235551,122270,79,Alimentação,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 3056,612444,146260,113,Transportes,D,Aumento no custo das matérias-primas.
Empresa 3057,998825,494761,10,Serviços,C-,Concorrente lançou um novo produto.
Empresa 3058,755503,313222,27,Indústria,D,Investimento em tecnologia de prevenção de fraudes.
Empresa 3059,778247,111080,90,Indústria,D,Setor afetado por mudanças climáticas.
Empresa 3060,231657,100278,17,Tecnologia,B-,Mudanças na legislação para o setor.
Empresa 3061,443226,681636,92,Agronegócio,D,Mudanças na legislação para o setor.
Empresa 3062,627758,322191,27,Alimentação,B+,Cuidado com flutuações nos preços!
Empresa 3063,700275,152921,38,Alimentação,A,Investimento em tecnologia de prevenção de fraudes.
Empresa 3064,596691,209490,96,Turismo,C-,Setor afetado por mudanças climáticas.
Empresa 3065,429630,324044,84,Turismo,C+,Mudanças na legislação para o setor.
Empresa 3066,144438,226267,114,Turismo,B+,Inconsistências financeiras apontadas em auditoria.
Empresa 3067,277950,143229,34,Indústria,A,Oportunidades de parcerias surgindo.
Empresa 3068,768592,450777,28,Tecnologia,A,Aumento no custo das matérias-primas.
Empresa 3069,269882,236598,41,Serviços,B+,Setor afetado por mudanças climáticas.
Empresa 3070,531985,587971,100,Indústria,B-,Setor afetado por mudanças climáticas.
Empresa 3071,573978,155724,52,Alimentação,C,Oportunidades de parcerias surgindo.
Empresa 3072,154913,623498,115,Indústria,A-,Expansão em novos mercados anunciada.
Empresa 3073,717783,321695,112,Indústria,A-,Cuidado com flutuações nos preços!
Empresa 3074,412930,113056,44,Educação,B-,Investimento em tecnologia de prevenção de fraudes.
Empresa 3075,436973,378283,73,Comércio,A-,Insatisfação de clientes em redes sociais.
Empresa 3076,521313,348328,36,Agronegócio,B-,Mudanças na legislação para o setor.
Empresa 3077,607094,353146,66,Serviços,A+,Expansão em novos mercados anunciada.
Empresa 3078,511704,498232,86,Comércio,D,Mudanças na legislação para o setor.
Empresa 3079,940779,213374,76,Agronegócio,B+,Insatisfação de clientes em redes sociais.
Empresa 3080,760288,545617,117,Alimentação,C+,Oportunidades de parcerias surgindo.
Empresa 3081,680275,450606,75,Turismo,A,Investimento em tecnologia de prevenção de fraudes.
Empresa 3082,274967,295872,54,Agronegócio,C+,Setor afetado por mudanças climáticas.
Empresa 3083,221883,662713,92,Transportes,C,Insatisfação de clientes em redes sociais.
Empresa 3084,489652,613786,100,Educação,A,Mudanças na legislação para o setor.
Empresa 3085,172428,302874,106,Educação,C,Concorrente lançou um novo produto.
Empresa 3086,434784,200985,110,Transportes,A,Inconsistências financeiras apontadas em auditoria.
Empresa 3087,212656,231515,79,Serviços,A,Cuidado com flutuações nos preços!
Empresa 3088,573472,626841,51,Tecnologia,A+,Investimento em tecnologia de prevenção de fraudes.
Empresa 3089,143996,612653,35,Agronegócio,B+,Concorrente lançou um novo produto.
Empresa 3090,825546,312613,47,Indústria,C+,Concorrente lançou um novo produto.
Empresa 3091,326876,234688,20,Transportes,B,Oportunidades de parcerias surgindo.
Empresa 3092,591902,276627,42,Saúde,A+,Setor afetado por mudanças climáticas.
Empresa 3093,477496,159447,93,Turismo,A-,Expansão em novos mercados anunciada.
Empresa 3094,464231,596471,115,Comércio,B+,Cuidado com flutuações nos preços!
Empresa 3095,801095,585897,85,Comércio,B,Oportunidades de parcerias surgindo.
Empresa 3096,699237,343020,45,Educação,A-,Oportunidades de parcerias surgindo.
Empresa 3097,555584,453251,34,Transportes,C,Mudanças na legislação para o setor.
Empresa 3098,447755,615712,88,Tecnologia,C+,Investimento em tecnologia de prevenção de fraudes.
Empresa 3099,505112,122004,61,Indústria,B+,Cuidado com flutuações nos preços!
Empresa 3100,712169,138141,56,Turismo,B+,Investimento em tecnologia de prevenção de fraudes.
Empresa 3101,301339,473425,101,Comércio,B,Concorrente lançou um novo produto.
Empresa 3102,676873,373293,54,Tecnologia,C,Aumento no custo das matérias-primas.
Empresa 3103,533066,660207,51,Tecnologia,A+,Cuidado com flutuações nos preços!
Empresa 3104,649813,413656,43,Serviços,B+,Expansão em novos mercados anunciada.
Empresa 3105,307237,692117,54,Tecnologia,C-,Inconsistências financeiras apontadas em auditoria.
Empresa 3106,885112,236314,117,Educação,D,Mudanças na legislação para o setor.
Empresa 3107,861757,394644,90,Saúde,C,Expansão em novos mercados anunciada.
Empresa 3108,881747,590830,32,Tecnologia,A,Expansão em novos mercados anunciada.
